Timestamp,Angle,Buzzer
188023,81,OFF
188144,90,OFF
188266,90,OFF
188387,85,OFF
188508,85,OFF
188630,85,OFF
188750,90,OFF
188872,90,OFF
188993,90,OFF
189114,85,OFF
189236,81,OFF
189357,85,OFF
189477,85,OFF
189599,90,OFF
189720,90,OFF
189842,90,OFF
189963,85,OFF
190084,85,OFF
190205,85,OFF
190326,85,OFF
190447,90,OFF
190569,90,OFF
190690,85,OFF
190811,90,OFF
190932,85,OFF
191053,90,OFF
191174,90,OFF
191296,85,OFF
191417,85,OFF
191539,90,OFF
191660,90,OFF
191780,90,OFF
191902,85,OFF
192023,85,OFF
192144,85,OFF
192266,85,OFF
192387,85,OFF
192508,90,OFF
192629,90,OFF
192750,90,OFF
192872,85,OFF
192993,85,OFF
193114,85,OFF
193235,90,OFF
193356,85,OFF
193478,90,OFF
193599,90,OFF
193720,90,OFF
193842,85,OFF
193963,85,OFF
194084,85,OFF
194205,85,OFF
194326,90,OFF
194448,81,OFF
194569,85,OFF
194690,85,OFF
194811,85,OFF
194932,90,OFF
195053,85,OFF
195175,81,OFF
195296,90,OFF
195418,85,OFF
195538,90,OFF
195659,90,OFF
195781,85,OFF
195902,85,OFF
196023,90,OFF
196145,90,OFF
196265,85,OFF
196387,85,OFF
196508,90,OFF
196629,90,OFF
196751,90,OFF
196872,85,OFF
196993,81,OFF
197114,85,OFF
197235,90,OFF
197357,90,OFF
197478,85,OFF
197599,90,OFF
197721,85,OFF
197841,85,OFF
197962,90,OFF
198084,85,OFF
198205,85,OFF
198327,90,OFF
198448,90,OFF
198568,85,OFF
198690,85,OFF
198811,85,OFF
198932,90,OFF
199054,85,OFF
199175,90,OFF
199297,90,OFF
199417,85,OFF
199538,90,OFF
199660,85,OFF
199781,85,OFF
199902,85,OFF
200024,85,OFF
200144,90,OFF
200265,85,OFF
200387,90,OFF
200508,90,OFF
200630,85,OFF
200751,85,OFF
200871,85,OFF
200993,85,OFF
201114,85,OFF
201235,90,OFF
201357,85,OFF
201478,90,OFF
201598,90,OFF
201720,90,OFF
201841,90,OFF
201963,85,OFF
202084,85,OFF
202205,85,OFF
202327,85,OFF
202447,85,OFF
202568,85,OFF
202690,90,OFF
202811,85,OFF
202933,85,OFF
203054,85,OFF
203174,85,OFF
203296,90,OFF
203417,85,OFF
203538,85,OFF
203660,90,OFF
203781,90,OFF
203902,85,OFF
204023,90,OFF
204144,90,OFF
204266,85,OFF
204387,85,OFF
204508,90,OFF
204630,85,OFF
204750,85,OFF
204872,85,OFF
204993,81,OFF
205114,85,OFF
205236,85,OFF
205357,85,OFF
205477,90,OFF
205599,90,OFF
205720,85,OFF
205842,90,OFF
205963,81,OFF
206084,85,OFF
206205,85,OFF
206326,85,OFF
206447,85,OFF
206569,85,OFF
206690,90,OFF
206812,85,OFF
206932,85,OFF
207053,90,OFF
207175,81,OFF
207296,90,OFF
207417,85,OFF
207539,90,OFF
207660,85,OFF
207780,85,OFF
207902,90,OFF
208023,85,OFF
208145,85,OFF
208266,85,OFF
208387,90,OFF
208508,85,OFF
208629,90,OFF
208750,81,OFF
208872,90,OFF
208993,85,OFF
209114,90,OFF
209235,85,OFF
209356,90,OFF
209478,85,OFF
209599,90,OFF
209720,85,OFF
209842,85,OFF
209963,90,OFF
210083,90,OFF
210205,85,OFF
210326,90,OFF
210447,90,OFF
210569,81,OFF
210690,81,OFF
210811,85,OFF
210932,85,OFF
211053,85,OFF
211175,90,OFF
211296,90,OFF
211417,90,OFF
211538,85,OFF
211659,85,OFF
211781,85,OFF
211902,90,OFF
212023,85,OFF
212145,85,OFF
212265,85,OFF
212386,85,OFF
212508,85,OFF
212629,85,OFF
212751,90,OFF
212872,90,OFF
212993,90,OFF
213114,90,OFF
213235,90,OFF
213356,85,OFF
213478,85,OFF
213599,85,OFF
213721,85,OFF
213841,85,OFF
213962,85,OFF
214084,90,OFF
214205,90,OFF
214326,90,OFF
214448,85,OFF
214568,85,OFF
214690,85,OFF
214811,90,OFF
214932,85,OFF
215054,90,OFF
215175,85,OFF
215296,85,OFF
215417,81,OFF
215538,85,OFF
215660,85,OFF
215781,85,OFF
215902,90,OFF
216024,85,OFF
216144,81,OFF
216265,85,OFF
216387,85,OFF
216508,85,OFF
216630,85,OFF
216751,85,OFF
216871,85,OFF
216993,85,OFF
217114,85,OFF
217235,90,OFF
217357,85,OFF
217478,85,OFF
217600,90,OFF
217720,85,OFF
217841,85,OFF
217963,85,OFF
218084,85,OFF
218205,90,OFF
218327,85,OFF
218447,85,OFF
218569,90,OFF
218690,90,OFF
218811,90,OFF
218933,85,OFF
219054,85,OFF
219174,90,OFF
219296,85,OFF
219417,85,OFF
219539,85,OFF
219660,85,OFF
219781,90,OFF
219902,85,OFF
220023,85,OFF
220144,90,OFF
220266,85,OFF
220387,85,OFF
220509,85,OFF
220630,85,OFF
220750,85,OFF
220872,90,OFF
220993,90,OFF
221114,85,OFF
221236,85,OFF
221357,85,OFF
221478,85,OFF
221599,90,OFF
221720,90,OFF
221842,85,OFF
221963,85,OFF
222084,90,OFF
222205,90,OFF
222326,85,OFF
222447,85,OFF
222569,81,OFF
222690,85,OFF
222812,85,OFF
222932,90,OFF
223053,85,OFF
223175,85,OFF
223296,85,OFF
223418,85,OFF
223539,85,OFF
223660,85,OFF
223781,85,OFF
223902,85,OFF
224023,85,OFF
224145,85,OFF
224266,90,OFF
224388,90,OFF
224508,85,OFF
224629,90,OFF
224751,85,OFF
224872,90,OFF
224993,85,OFF
225115,90,OFF
225235,90,OFF
225356,90,OFF
225478,85,OFF
225599,85,OFF
225721,90,OFF
225842,90,OFF
225963,90,OFF
226084,85,OFF
226205,85,OFF
226326,85,OFF
226448,90,OFF
226569,85,OFF
226691,85,OFF
226811,90,OFF
226932,85,OFF
227054,85,OFF
227175,90,OFF
227296,85,OFF
227418,85,OFF
227538,85,OFF
227660,90,OFF
227781,90,OFF
227902,81,OFF
228024,90,OFF
228145,85,OFF
228265,90,OFF
228387,85,OFF
228508,90,OFF
228630,90,OFF
228751,85,OFF
228872,81,OFF
228994,85,OFF
229114,85,OFF
229235,85,OFF
229357,85,OFF
229478,85,OFF
229600,90,OFF
229721,85,OFF
229841,90,OFF
229963,81,OFF
230084,85,OFF
230205,90,OFF
230327,90,OFF
230448,90,OFF
230568,90,OFF
230690,85,OFF
230811,85,OFF
230933,81,OFF
231054,85,OFF
231175,85,OFF
231297,85,OFF
231417,90,OFF
231538,85,OFF
231660,90,OFF
231781,85,OFF
231903,90,OFF
232024,85,OFF
232144,90,OFF
232266,90,OFF
232387,85,OFF
232508,85,OFF
232630,90,OFF
232751,85,OFF
232872,85,OFF
232993,85,OFF
233114,85,OFF
233236,85,OFF
233357,85,OFF
233479,85,OFF
233600,85,OFF
233720,90,OFF
233842,90,OFF
233963,90,OFF
234084,85,OFF
234206,85,OFF
234327,85,OFF
234448,85,OFF
234569,90,OFF
234690,85,OFF
234812,85,OFF
234933,85,OFF
235054,85,OFF
235175,85,OFF
235296,90,OFF
235417,85,OFF
235539,85,OFF
235660,85,OFF
235782,85,OFF
235902,90,OFF
236023,90,OFF
236145,85,OFF
236266,85,OFF
236388,85,OFF
236509,85,OFF
236630,85,OFF
236751,85,OFF
236872,85,OFF
236993,90,OFF
237115,90,OFF
237236,81,OFF
237358,90,OFF
237478,85,OFF
237599,85,OFF
237721,81,OFF
237842,90,OFF
237964,85,OFF
238085,85,OFF
238205,90,OFF
238327,85,OFF
238448,85,OFF
238569,85,OFF
238691,85,OFF
238812,85,OFF
238934,85,OFF
239054,85,OFF
239175,85,OFF
239297,85,OFF
239418,85,OFF
239540,85,OFF
239661,85,OFF
239781,85,OFF
239903,90,OFF
240024,85,OFF
240145,90,OFF
240267,85,OFF
240388,90,OFF
240509,90,OFF
240630,85,OFF
240751,90,OFF
240873,85,OFF
240994,85,OFF
241115,85,OFF
241236,90,OFF
241357,85,OFF
241479,90,OFF
241600,85,OFF
241721,85,OFF
241843,85,OFF
241964,90,OFF
242084,90,OFF
242206,85,OFF
242327,85,OFF
242449,85,OFF
242570,85,OFF
242691,85,OFF
242812,85,OFF
242933,85,OFF
243055,85,OFF
243176,85,OFF
243297,81,OFF
243419,81,OFF
243539,85,OFF
243660,85,OFF
243782,90,OFF
243903,85,OFF
244025,90,OFF
244146,90,OFF
244267,90,OFF
244388,85,OFF
244509,85,OFF
244630,90,OFF
244752,85,OFF
244873,85,OFF
244995,90,OFF
245115,85,OFF
245236,81,OFF
245358,94,OFF
245479,81,OFF
245600,85,OFF
245722,90,OFF
245842,85,OFF
245964,90,OFF
246085,85,OFF
246206,85,OFF
246328,85,OFF
246449,90,OFF
246569,90,OFF
246691,85,OFF
246812,85,OFF
246933,90,OFF
247055,90,OFF
247176,85,OFF
247298,85,OFF
247418,81,OFF
247539,85,OFF
247661,85,OFF
247782,90,OFF
247903,90,OFF
248025,90,OFF
248145,90,OFF
248266,81,OFF
248388,90,OFF
248509,85,OFF
248631,90,OFF
248752,85,OFF
248872,85,OFF
248994,85,OFF
249115,85,OFF
249237,85,OFF
249358,85,OFF
249479,85,OFF
249601,90,OFF
249721,85,OFF
249842,85,OFF
249964,90,OFF
250085,90,OFF
250206,90,OFF
250328,90,OFF
250448,90,OFF
250569,85,OFF
250691,85,OFF
250812,90,OFF
250934,85,OFF
251055,85,OFF
251175,90,OFF
251297,81,OFF
251418,85,OFF
251540,85,OFF
251661,85,OFF
251782,85,OFF
251904,85,OFF
252024,85,OFF
252145,85,OFF
252267,90,OFF
252388,90,OFF
252510,85,OFF
252631,85,OFF
252751,90,OFF
252873,85,OFF
252994,85,OFF
253116,85,OFF
253237,85,OFF
253358,90,OFF
253479,85,OFF
253600,90,OFF
253721,90,OFF
253843,90,OFF
253964,81,OFF
254085,85,OFF
254206,81,OFF
254327,90,OFF
254449,85,OFF
254570,90,OFF
254691,90,OFF
254813,90,OFF
254934,85,OFF
255054,90,OFF
255176,85,OFF
255297,90,OFF
255418,90,OFF
255540,85,OFF
255661,90,OFF
255782,85,OFF
255903,85,OFF
256024,90,OFF
256146,85,OFF
256267,85,OFF
256389,90,OFF
256509,90,OFF
256630,90,OFF
256752,85,OFF
256873,90,OFF
256994,85,OFF
257116,90,OFF
257236,90,OFF
257357,85,OFF
257479,85,OFF
257600,85,OFF
257721,85,OFF
257843,81,OFF
257964,85,OFF
258085,90,OFF
258206,90,OFF
258327,85,OFF
258449,90,OFF
258570,81,OFF
258691,85,OFF
258812,85,OFF
258933,85,OFF
259055,90,OFF
259176,81,OFF
259297,85,OFF
259419,85,OFF
259539,85,OFF
259660,85,OFF
259782,85,OFF
259903,85,OFF
260025,90,OFF
260146,81,OFF
260267,85,OFF
260388,99,OFF
260509,85,OFF
260631,81,OFF
260752,81,OFF
260873,85,OFF
260995,85,OFF
261115,85,OFF
261236,81,OFF
261358,85,OFF
261479,85,OFF
261601,85,OFF
261722,90,OFF
261842,90,OFF
261964,85,OFF
262085,90,OFF
262206,85,OFF
262328,90,OFF
262449,90,OFF
262569,85,OFF
262691,90,OFF
262812,90,OFF
262934,90,OFF
263055,90,OFF
263176,85,OFF
263298,90,OFF
263418,90,OFF
263539,85,OFF
263661,85,OFF
263782,85,OFF
263904,85,OFF
264025,85,OFF
264145,85,OFF
264267,90,OFF
264388,90,OFF
264509,90,OFF
264631,90,OFF
264752,85,OFF
264872,90,OFF
264994,85,OFF
265115,90,OFF
265237,90,OFF
265358,85,OFF
265479,90,OFF
265601,85,OFF
265721,90,OFF
265842,85,OFF
265964,90,OFF
266085,90,OFF
266206,85,OFF
266328,81,OFF
266448,85,OFF
266570,85,OFF
266691,85,OFF
266812,85,OFF
266934,90,OFF
267055,90,OFF
267175,85,OFF
267297,85,OFF
267418,85,OFF
267540,90,OFF
267661,85,OFF
267782,90,OFF
267904,90,OFF
268024,90,OFF
268145,85,OFF
268267,85,OFF
268388,85,OFF
268510,90,OFF
268631,90,OFF
268751,85,OFF
268873,85,OFF
268994,85,OFF
269115,85,OFF
269237,85,OFF
269358,85,OFF
269479,90,OFF
269600,85,OFF
269721,90,OFF
269843,81,OFF
269964,90,OFF
270085,85,OFF
270206,90,OFF
270327,85,OFF
270449,81,OFF
270570,90,OFF
270691,85,OFF
270813,85,OFF
270934,85,OFF
271054,90,OFF
271176,85,OFF
271297,85,OFF
271419,85,OFF
271540,85,OFF
271661,85,OFF
271782,81,OFF
271903,90,OFF
272024,85,OFF
272146,81,OFF
272267,85,OFF
272389,85,OFF
272509,85,OFF
272630,81,OFF
272752,85,OFF
272873,85,OFF
272995,85,OFF
273116,85,OFF
273236,90,OFF
273358,85,OFF
273479,85,OFF
273600,90,OFF
273722,85,OFF
273843,85,OFF
273965,85,OFF
274085,85,OFF
274206,85,OFF
274328,85,OFF
274449,90,OFF
274570,85,OFF
274692,90,OFF
274812,85,OFF
274934,85,OFF
275055,85,OFF
275176,85,OFF
275298,85,OFF
275419,85,OFF
275539,85,OFF
275661,90,OFF
275782,85,OFF
275904,85,OFF
276025,85,OFF
276146,90,OFF
276268,90,OFF
276388,85,OFF
276509,85,OFF
276631,85,OFF
276752,85,OFF
276874,85,OFF
276995,85,OFF
277115,90,OFF
277237,85,OFF
277358,90,OFF
277479,85,OFF
277601,90,OFF
277722,85,OFF
277843,90,OFF
277964,85,OFF
278085,85,OFF
278207,90,OFF
278328,85,OFF
278450,81,OFF
278571,85,OFF
278691,85,OFF
278813,90,OFF
278934,90,OFF
279055,85,OFF
279177,81,OFF
279298,90,OFF
279419,85,OFF
279540,85,OFF
279661,85,OFF
279783,85,OFF
279904,85,OFF
280025,85,OFF
280146,90,OFF
280267,90,OFF
280389,85,OFF
280510,85,OFF
280631,90,OFF
280753,90,OFF
280873,85,OFF
280994,85,OFF
281116,85,OFF
281237,81,OFF
281359,85,OFF
281480,85,OFF
281601,85,OFF
281722,90,OFF
281843,90,OFF
281964,85,OFF
282086,90,OFF
282207,85,OFF
282329,85,OFF
282449,85,OFF
282570,85,OFF
282692,85,OFF
282813,81,OFF
282934,85,OFF
283056,85,OFF
283176,85,OFF
283298,90,OFF
283419,85,OFF
283540,85,OFF
283662,85,OFF
283783,90,OFF
283904,85,OFF
284025,90,OFF
284146,90,OFF
284268,81,OFF
284389,85,OFF
284510,85,OFF
284632,85,OFF
284752,85,OFF
284873,85,OFF
284995,85,OFF
285116,90,OFF
285238,85,OFF
285359,85,OFF
285479,85,OFF
285601,85,OFF
285722,85,OFF
285843,90,OFF
285965,85,OFF
286086,90,OFF
286208,85,OFF
286328,90,OFF
286449,85,OFF
286571,90,OFF
286692,85,OFF
286813,85,OFF
286935,85,OFF
287055,90,OFF
287177,85,OFF
287298,85,OFF
287419,90,OFF
287541,85,OFF
287662,90,OFF
287782,85,OFF
287904,85,OFF
288025,85,OFF
288147,85,OFF
288268,90,OFF
288389,85,OFF
288510,90,OFF
288631,85,OFF
288752,85,OFF
288874,85,OFF
288995,81,OFF
289117,85,OFF
289238,85,OFF
289358,81,OFF
289480,90,OFF
289601,90,OFF
289722,90,OFF
289844,90,OFF
289965,90,OFF
290085,85,OFF
290207,85,OFF
290328,90,OFF
290450,85,OFF
290571,90,OFF
290692,90,OFF
290813,81,OFF
290934,90,OFF
291055,85,OFF
291177,81,OFF
291298,85,OFF
291420,85,OFF
291540,85,OFF
291661,85,OFF
291783,90,OFF
291904,85,OFF
292025,85,OFF
292147,85,OFF
292268,90,OFF
292388,90,OFF
292510,90,OFF
292631,85,OFF
292753,90,OFF
292874,90,OFF
292995,90,OFF
293116,90,OFF
293237,85,OFF
293358,85,OFF
293480,81,OFF
293601,85,OFF
293723,90,OFF
293843,85,OFF
293964,85,OFF
294086,90,OFF
294207,90,OFF
294328,81,OFF
294450,90,OFF
294571,85,OFF
294692,85,OFF
294813,85,OFF
294934,90,OFF
295056,81,OFF
295177,85,OFF
295298,90,OFF
295419,85,OFF
295540,90,OFF
295662,85,OFF
295783,90,OFF
295904,81,OFF
296026,85,OFF
296146,85,OFF
296268,85,OFF
296389,85,OFF
296510,85,OFF
296632,85,OFF
296753,90,OFF
296873,85,OFF
296995,85,OFF
297116,90,OFF
297238,85,OFF
297359,90,OFF
297480,90,OFF
297602,85,OFF
297722,85,OFF
297843,90,OFF
297965,85,OFF
298086,90,OFF
298207,85,OFF
298329,85,OFF
298449,90,OFF
298571,85,OFF
298692,85,OFF
298813,81,OFF
298935,85,OFF
299056,85,OFF
299177,90,OFF
299298,85,OFF
299419,85,OFF
299541,90,OFF
299662,85,OFF
299783,85,OFF
299905,90,OFF
300025,90,OFF
300147,90,OFF
300268,90,OFF
300389,85,OFF
300511,85,OFF
300632,85,OFF
300752,85,OFF
300874,90,OFF
300995,85,OFF
301117,85,OFF
301238,85,OFF
301359,90,OFF
301480,90,OFF
301601,90,OFF
301722,85,OFF
301844,90,OFF
301965,85,OFF
302087,85,OFF
302208,85,OFF
302328,90,OFF
302450,85,OFF
302571,90,OFF
302692,81,OFF
302814,85,OFF
302935,90,OFF
303056,90,OFF
303177,90,OFF
303298,90,OFF
303420,90,OFF
303541,85,OFF
303662,81,OFF
303783,90,OFF
303904,81,OFF
304026,85,OFF
304147,85,OFF
304268,90,OFF
304390,90,OFF
304510,85,OFF
304631,85,OFF
304753,85,OFF
304874,81,OFF
304996,85,OFF
305117,90,OFF
305238,85,OFF
305359,85,OFF
305480,85,OFF
305601,90,OFF
305723,90,OFF
305844,85,OFF
305966,85,OFF
306086,85,OFF
306207,85,OFF
306329,85,OFF
306450,85,OFF
306571,90,OFF
306693,85,OFF
306813,85,OFF
306935,90,OFF
307056,85,OFF
307177,85,OFF
307299,90,OFF
307420,90,OFF
307540,85,OFF
307662,90,OFF
307783,85,OFF
307904,85,OFF
308026,90,OFF
308147,81,OFF
308269,85,OFF
308389,90,OFF
308510,85,OFF
308632,85,OFF
308753,90,OFF
308874,90,OFF
308996,81,OFF
309116,85,OFF
309238,85,OFF
309359,90,OFF
309480,90,OFF
309602,85,OFF
309723,90,OFF
309843,85,OFF
309965,85,OFF
310086,85,OFF
310208,85,OFF
310329,85,OFF
310450,85,OFF
310572,90,OFF
310692,90,OFF
310814,85,OFF
310935,81,OFF
311056,85,OFF
311178,90,OFF
311299,90,OFF
311419,85,OFF
311541,85,OFF
311662,90,OFF
311784,85,OFF
311905,90,OFF
312026,85,OFF
312147,85,OFF
312268,85,OFF
312389,85,OFF
312511,85,OFF
312632,85,OFF
312754,85,OFF
312875,85,OFF
312995,85,OFF
313117,85,OFF
313238,81,OFF
313359,90,OFF
313481,85,OFF
313602,85,OFF
313723,85,OFF
313844,90,OFF
313965,90,OFF
314087,85,OFF
314208,90,OFF
314329,85,OFF
314450,90,OFF
314571,90,OFF
314692,85,OFF
314814,85,OFF
314935,85,OFF
315057,90,OFF
315177,85,OFF
315298,90,OFF
315420,85,OFF
315541,81,OFF
315663,103,OFF
315785,72,OFF
315906,90,OFF
316027,85,OFF
316148,85,OFF
316269,85,OFF
316391,85,OFF
316512,85,OFF
316634,85,OFF
316754,90,OFF
316875,85,OFF
316997,85,OFF
317118,85,OFF
317239,90,OFF
317361,85,OFF
317481,85,OFF
317603,85,OFF
317724,85,OFF
317845,85,OFF
317967,85,OFF
318088,85,OFF
318210,85,OFF
318330,90,OFF
318451,85,OFF
318573,85,OFF
318694,81,OFF
318815,90,OFF
318937,90,OFF
319057,85,OFF
319179,72,OFF
319300,103,OFF
319422,85,OFF
319544,85,OFF
319665,85,OFF
319785,85,OFF
319907,85,OFF
320028,85,OFF
320150,85,OFF
320271,90,OFF
320392,85,OFF
320514,85,OFF
320634,85,OFF
320755,90,OFF
320877,85,OFF
320998,85,OFF
321120,85,OFF
321241,85,OFF
321361,81,OFF
321483,85,OFF
321604,90,OFF
321726,85,OFF
321847,90,OFF
321968,81,OFF
322089,81,OFF
322210,90,OFF
322331,90,OFF
322453,81,OFF
322574,85,OFF
322696,85,OFF
322817,90,OFF
322937,90,OFF
323059,85,OFF
323180,90,OFF
323301,90,OFF
323423,90,OFF
323544,90,OFF
323665,85,OFF
323786,90,OFF
323907,90,OFF
324029,81,OFF
324150,85,OFF
324271,85,OFF
324392,85,OFF
324513,85,OFF
324635,85,OFF
324756,90,OFF
324877,85,OFF
324999,90,OFF
325120,85,OFF
325240,85,OFF
325362,85,OFF
325483,85,OFF
325605,90,OFF
325726,85,OFF
325847,90,OFF
325968,90,OFF
326089,85,OFF
326210,85,OFF
326332,90,OFF
326453,85,OFF
326575,72,OFF
326695,85,OFF
326816,85,OFF
326938,90,OFF
327059,90,OFF
327180,85,OFF
327302,85,OFF
327422,85,OFF
327544,90,OFF
327665,85,OFF
327786,85,OFF
327908,85,OFF
328029,85,OFF
328150,90,OFF
328271,85,OFF
328392,85,OFF
328514,85,OFF
328635,90,OFF
328756,81,OFF
328878,90,OFF
328998,85,OFF
329120,85,OFF
329241,85,OFF
329362,85,OFF
329484,85,OFF
329605,81,OFF
329726,90,OFF
329847,85,OFF
329968,90,OFF
330090,85,OFF
330211,85,OFF
330332,85,OFF
330454,85,OFF
330574,85,OFF
330696,90,OFF
330817,85,OFF
330938,85,OFF
331060,90,OFF
331181,85,OFF
331301,85,OFF
331423,90,OFF
331544,85,OFF
331666,85,OFF
331787,90,OFF
331908,85,OFF
332029,90,OFF
332150,85,OFF
332271,85,OFF
332393,85,OFF
332514,90,OFF
332636,85,OFF
332756,85,OFF
332877,90,OFF
332999,90,OFF
333120,85,OFF
333241,85,OFF
333363,85,OFF
333484,85,OFF
333605,85,OFF
333726,85,OFF
333847,85,OFF
333969,85,OFF
334090,81,OFF
334211,81,OFF
334332,85,OFF
334453,85,OFF
334575,90,OFF
334696,85,OFF
334817,90,OFF
334939,81,OFF
335059,90,OFF
335181,85,OFF
335302,94,OFF
335423,90,OFF
335545,85,OFF
335666,85,OFF
335787,85,OFF
335908,85,OFF
336029,85,OFF
336151,85,OFF
336272,85,OFF
336393,85,OFF
336515,85,OFF
336635,81,OFF
336757,85,OFF
336878,85,OFF
336999,85,OFF
337121,85,OFF
337242,90,OFF
337362,85,OFF
337484,85,OFF
337605,85,OFF
337727,90,OFF
337848,85,OFF
337969,85,OFF
338091,85,OFF
338211,85,OFF
338333,85,OFF
338454,85,OFF
338575,85,OFF
338697,85,OFF
338818,85,OFF
338938,90,OFF
339060,85,OFF
339181,85,OFF
339303,90,OFF
339424,85,OFF
339545,81,OFF
339666,85,OFF
339787,85,OFF
339909,85,OFF
340030,85,OFF
340151,90,OFF
340273,85,OFF
340393,81,OFF
340514,85,OFF
340636,90,OFF
340757,90,OFF
340878,81,OFF
341000,85,OFF
341121,90,OFF
341242,81,OFF
341363,90,OFF
341484,90,OFF
341606,90,OFF
341727,90,OFF
341848,85,OFF
341969,90,OFF
342090,90,OFF
342211,85,OFF
342333,85,OFF
342454,85,OFF
342576,90,OFF
342696,81,OFF
342817,85,OFF
342939,85,OFF
343060,85,OFF
343182,90,OFF
343303,85,OFF
343424,85,OFF
343545,85,OFF
343666,85,OFF
343787,85,OFF
343909,90,OFF
344030,85,OFF
344152,90,OFF
344272,85,OFF
344393,85,OFF
344515,90,OFF
344636,85,OFF
344757,85,OFF
344879,90,OFF
344999,85,OFF
345121,85,OFF
345242,90,OFF
345363,90,OFF
345485,85,OFF
345606,85,OFF
345726,85,OFF
345848,90,OFF
345969,85,OFF
346091,90,OFF
346212,90,OFF
346333,85,OFF
346455,85,OFF
346575,90,OFF
346696,90,OFF
346818,85,OFF
346939,85,OFF
347061,90,OFF
347182,85,OFF
347302,85,OFF
347424,85,OFF
347545,90,OFF
347666,90,OFF
347788,90,OFF
347909,90,OFF
348030,85,OFF
348151,85,OFF
348272,85,OFF
348394,85,OFF
348515,90,OFF
348636,85,OFF
348758,85,OFF
348878,90,OFF
349000,90,OFF
349121,90,OFF
349242,90,OFF
349364,85,OFF
349485,85,OFF
349605,85,OFF
349727,85,OFF
349848,85,OFF
349970,90,OFF
350091,85,OFF
350212,85,OFF
350333,85,OFF
350454,85,OFF
350576,90,OFF
350697,85,OFF
350818,85,OFF
350940,90,OFF
351060,81,OFF
351182,85,OFF
351303,90,OFF
351424,90,OFF
351546,85,OFF
351667,85,OFF
351788,90,OFF
351909,90,OFF
352030,85,OFF
352151,85,OFF
352273,85,OFF
352394,85,OFF
352516,85,OFF
352636,85,OFF
352757,85,OFF
352879,85,OFF
353000,90,OFF
353122,85,OFF
353243,85,OFF
353363,90,OFF
353485,85,OFF
353606,85,OFF
353727,85,OFF
353849,85,OFF
353970,85,OFF
354092,85,OFF
354212,90,OFF
354333,85,OFF
354455,81,OFF
354576,85,OFF
354698,85,OFF
354819,85,OFF
354939,85,OFF
355061,85,OFF
355182,90,OFF
355303,85,OFF
355425,85,OFF
355546,85,OFF
355667,85,OFF
